Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
34,No,Non-Travel,309,Sales,21,2,Technical Degree,1,759,1,Male,38,1,1,Sales Representative,2,Married,5998,6213,2,Y,No,16,4,1,80,2,13,6,4,3,1,2,1
52,No,Travel_Rarely,706,Research & Development,19,3,Life Sciences,1,760,2,Female,90,2,4,Sales Representative,1,Single,14424,13802,1,Y,No,17,4,1,80,2,31,5,2,14,5,3,4
52,No,Travel_Frequently,543,Sales,6,1,Marketing,1,761,3,Male,63,2,2,Sales Executive,1,Single,10596,7374,0,Y,No,18,3,2,80,0,30,6,1,8,3,0,2
45,No,Travel_Rarely,260,Research & Development,15,5,Technical Degree,1,762,3,Male,31,1,1,Manufacturing Director,2,Single,5324,6524,5,Y,No,13,4,2,80,2,23,1,3,8,3,0,2
21,No,Non-Travel,800,Research & Development,19,3,Technical Degree,1,763,3,Male,95,2,4,Sales Executive,2,Divorced,15748,16588,2,Y,No,21,3,4,80,0,2,5,3,3,1,0,1
49,No,Non-Travel,728,Research & Development,10,5,Medical,1,764,2,Male,89,2,4,Sales Executive,2,Married,14046,14354,1,Y,No,24,4,1,80,3,28,6,1,11,4,2,3
28,Yes,Non-Travel,341,Sales,29,3,Technical Degree,1,765,2,Female,37,3,1,Sales Executive,1,Divorced,6722,6769,5,Y,No,21,3,3,80,0,6,5,1,1,0,3,0
28,No,Travel_Frequently,706,Sales,15,3,Other,1,766,2,Female,90,3,4,Sales Representative,2,Divorced,14249,14634,5,Y,No,11,4,3,80,0,7,4,1,7,2,1,2
49,No,Travel_Frequently,407,Sales,23,3,Technical Degree,1,767,3,Male,60,1,2,Manager,2,Divorced,8935,9915,4,Y,No,12,3,2,80,0,27,3,4,12,4,0,4
38,No,Travel_Frequently,581,Research & Development,22,2,Other,1,768,4,Female,70,2,3,Sales Representative,4,Single,11367,10675,2,Y,No,13,4,1,80,0,18,4,1,0,0,2,0
32,No,Travel_Rarely,456,Research & Development,12,5,Marketing,1,769,4,Male,58,4,2,Healthcare Representative,1,Single,9428,10604,3,Y,No,13,4,2,80,0,10,4,4,10,4,1,3
38,No,Travel_Frequently,262,Research & Development,18,4,Life Sciences,1,770,2,Male,25,2,1,Laboratory Technician,4,Single,4721,344,7,Y,Yes,20,3,2,80,2,16,4,4,4,1,3,1
35,No,Travel_Rarely,629,Research & Development,16,2,Other,1,771,4,Female,71,2,3,Manager,4,Married,11886,10748,6,Y,No,17,3,1,80,2,14,2,2,0,0,1,0
41,No,Non-Travel,256,Research & Development,19,2,Medical,1,772,2,Male,36,3,1,Laboratory Technician,3,Single,5333,9185,1,Y,No,14,4,4,80,0,20,3,4,9,3,3,3
23,Yes,Travel_Frequently,386,Research & Development,7,3,Technical Degree,1,773,3,Male,45,3,2,Sales Executive,4,Single,7849,11064,0,Y,Yes,17,3,1,80,3,4,2,1,0,0,1,0
54,No,Travel_Frequently,352,Research & Development,15,3,Life Sciences,1,774,1,Female,40,1,1,Laboratory Technician,2,Married,6521,2750,1,Y,Yes,13,3,4,80,3,33,4,4,17,6,7,5
21,No,Travel_Rarely,333,Research & Development,28,3,Life Sciences,1,775,4,Male,41,1,1,Healthcare Representative,2,Married,6241,6650,3,Y,No,13,3,4,80,2,1,5,3,5,2,3,1
23,Yes,Travel_Rarely,877,Research & Development,12,5,Technical Degree,1,776,2,Female,106,4,5,Research Scientist,2,Divorced,17253,19950,4,Y,Yes,19,3,4,80,1,4,3,4,0,0,3,0
20,No,Travel_Frequently,736,Research & Development,8,4,Marketing,1,777,3,Male,93,2,4,Research Director,2,Married,14571,12943,7,Y,No,19,3,1,80,2,1,2,2,3,1,1,1
30,No,Travel_Rarely,311,Research & Development,7,4,Marketing,1,778,2,Male,42,4,1,Sales Executive,2,Single,6392,4401,8,Y,No,13,3,1,80,0,9,3,4,1,0,1,0
38,No,Travel_Rarely,317,Research & Development,14,3,Marketing,1,779,4,Female,35,1,1,Sales Representative,1,Divorced,5890,5533,3,Y,No,21,4,3,80,1,16,5,3,3,1,1,1
43,No,Non-Travel,672,Sales,17,4,Other,1,780,4,Male,80,1,3,Manager,4,Single,13090,10617,7,Y,Yes,12,3,3,80,1,24,5,2,9,3,4,3
25,No,Travel_Rarely,372,Research & Development,14,1,Medical,1,781,3,Male,49,1,2,Research Director,4,Married,7877,8772,5,Y,No,15,3,2,80,2,6,3,1,0,0,5,0
48,No,Travel_Frequently,383,Research & Development,11,4,Life Sciences,1,782,1,Female,47,4,1,Laboratory Technician,3,Single,7789,6688,7,Y,No,23,4,4,80,0,27,4,1,10,4,0,3
50,No,Non-Travel,460,Research & Development,18,4,Life Sciences,1,783,2,Female,56,1,2,Research Director,3,Divorced,9220,8225,0,Y,No,24,3,4,80,0,30,5,2,11,4,3,3
21,No,Travel_Frequently,275,Research & Development,25,4,Medical,1,784,4,Male,34,1,1,Sales Executive,1,Married,6407,5621,2,Y,No,25,3,2,80,1,2,2,2,3,1,4,1
37,No,Non-Travel,500,Sales,15,4,Technical Degree,1,785,1,Male,62,3,2,Laboratory Technician,3,Single,10562,10444,3,Y,No,17,3,3,80,2,16,4,1,7,2,2,2
34,No,Travel_Frequently,915,Research & Development,16,5,Life Sciences,1,786,2,Female,117,1,5,Healthcare Representative,2,Divorced,18023,20741,4,Y,No,17,3,4,80,2,13,0,1,0,0,0,0
51,No,Travel_Frequently,801,Research & Development,2,4,Medical,1,787,1,Female,101,2,4,Sales Executive,1,Single,16157,18920,2,Y,No,18,4,4,80,2,31,0,3,15,6,5,5
20,No,Non-Travel,940,Research & Development,28,4,Medical,1,788,3,Female,113,3,5,Research Scientist,4,Divorced,18273,17639,2,Y,No,21,3,3,80,2,1,0,2,1,0,1,0
44,Yes,Travel_Frequently,442,Research & Development,2,4,Medical,1,789,1,Male,52,2,2,Research Scientist,2,Divorced,8600,8384,7,Y,No,18,4,1,80,0,25,0,1,1,0,1,0
56,No,Travel_Rarely,656,Research & Development,19,3,Medical,1,790,3,Female,83,2,3,Manager,3,Married,12881,11481,0,Y,No,11,3,3,80,0,37,4,2,16,6,3,5
43,No,Travel_Frequently,244,Research & Development,17,4,Other,1,791,3,Female,26,3,1,Sales Representative,3,Married,5352,7979,6,Y,No,15,4,2,80,1,22,3,1,5,2,2,1
35,No,Travel_Frequently,377,Research & Development,14,4,Technical Degree,1,792,4,Female,44,4,2,Research Scientist,3,Married,7664,6396,7,Y,Yes,14,3,2,80,3,15,1,3,9,3,0,3
49,No,Travel_Rarely,590,Research & Development,19,5,Medical,1,793,1,Female,73,4,3,Laboratory Technician,4,Married,12213,14298,2,Y,Yes,25,3,4,80,0,29,3,2,12,4,3,4
27,No,Travel_Frequently,550,Research & Development,1,4,Medical,1,794,4,Male,69,4,3,Human Resources,4,Single,11134,13871,7,Y,No,17,3,2,80,0,6,6,4,3,1,4,1
33,No,Travel_Frequently,539,Sales,20,2,Life Sciences,1,795,3,Male,61,1,2,Manufacturing Director,1,Single,10337,9047,0,Y,Yes,24,4,4,80,3,12,1,3,3,1,2,1
25,No,Travel_Frequently,434,Research & Development,5,1,Life Sciences,1,796,4,Male,54,3,2,Manager,4,Single,8725,8287,7,Y,Yes,22,3,2,80,2,4,5,3,7,2,0,2
49,No,Travel_Frequently,891,Research & Development,8,5,Life Sciences,1,797,4,Female,111,2,5,Research Scientist,1,Married,17441,12464,8,Y,No,16,4,1,80,0,30,5,3,9,3,5,3
27,No,Travel_Rarely,540,Research & Development,20,4,Technical Degree,1,798,3,Male,66,2,3,Healthcare Representative,1,Single,10793,10184,4,Y,No,21,3,1,80,1,5,3,2,0,0,3,0
40,No,Travel_Frequently,627,Research & Development,26,2,Marketing,1,799,2,Female,78,4,3,Laboratory Technician,4,Married,12550,12271,1,Y,No,13,3,1,80,0,20,5,2,7,2,3,2
46,No,Travel_Rarely,831,Research & Development,23,4,Marketing,1,800,3,Female,102,1,4,Manufacturing Director,4,Divorced,16053,14028,0,Y,No,11,3,1,80,2,26,5,4,19,7,4,6
23,No,Non-Travel,906,Research & Development,22,3,Other,1,801,4,Male,111,3,5,Sales Executive,1,Married,17691,17056,8,Y,No,17,3,3,80,2,3,4,3,0,0,0,0
18,No,Travel_Rarely,742,Research & Development,13,4,Life Sciences,1,802,2,Female,92,1,4,Healthcare Representative,2,Divorced,15054,20318,4,Y,No,17,4,1,80,1,1,4,2,1,0,0,0
19,Yes,Travel_Frequently,246,Research & Development,7,4,Technical Degree,1,803,2,Female,33,3,1,Sales Representative,2,Single,5404,8634,4,Y,No,25,4,4,80,0,1,0,2,5,2,4,1
45,No,Travel_Rarely,922,Research & Development,5,3,Technical Degree,1,804,3,Male,113,2,5,Human Resources,1,Married,18563,17878,2,Y,Yes,24,4,1,80,0,26,5,1,11,4,2,3
43,No,Non-Travel,463,Research & Development,26,3,Other,1,805,3,Male,56,3,1,Sales Representative,4,Divorced,9143,9150,7,Y,No,22,3,3,80,0,22,5,4,11,4,3,3
22,No,Travel_Rarely,541,Research & Development,1,4,Life Sciences,1,806,2,Female,72,2,3,Healthcare Representative,2,Single,11173,12852,6,Y,No,17,3,3,80,2,3,4,4,4,1,0,1
53,No,Non-Travel,730,Sales,27,5,Other,1,807,1,Male,86,2,4,Human Resources,1,Single,14270,9274,6,Y,Yes,15,3,1,80,1,31,3,3,14,5,3,4
21,No,Travel_Rarely,197,Sales,27,4,Technical Degree,1,808,4,Male,32,3,1,Manager,4,Divorced,4362,8238,2,Y,No,21,3,2,80,2,1,4,3,3,1,0,1
40,No,Non-Travel,881,Research & Development,18,5,Other,1,809,3,Female,109,2,5,Manager,3,Married,17960,17163,8,Y,No,21,3,1,80,0,19,0,3,10,4,4,3
36,No,Travel_Rarely,581,Research & Development,5,4,Technical Degree,1,810,1,Female,69,2,2,Laboratory Technician,4,Single,10869,12594,7,Y,Yes,24,3,4,80,0,16,3,4,9,3,4,3
43,Yes,Travel_Frequently,567,Sales,17,1,Life Sciences,1,811,4,Male,72,4,3,Research Scientist,2,Single,11365,11417,0,Y,Yes,16,3,1,80,0,21,0,1,11,4,1,3
46,No,Non-Travel,483,Sales,25,4,Other,1,812,3,Female,63,4,2,Healthcare Representative,4,Married,9888,8222,5,Y,No,12,4,1,80,1,26,5,1,11,4,5,3
31,No,Non-Travel,337,Research & Development,16,3,Life Sciences,1,813,4,Female,35,1,1,Manufacturing Director,1,Single,6299,7334,7,Y,No,22,4,2,80,3,12,5,3,8,3,1,2
19,Yes,Travel_Frequently,300,Research & Development,5,4,Medical,1,814,4,Female,40,3,1,Manufacturing Director,2,Married,6377,7485,7,Y,Yes,19,3,3,80,0,1,6,2,0,0,0,0
48,Yes,Travel_Frequently,604,Research & Development,26,5,Marketing,1,815,1,Male,71,1,3,Manufacturing Director,1,Single,11634,14049,2,Y,Yes,23,3,4,80,1,27,1,3,2,0,1,0
27,No,Travel_Rarely,629,Sales,20,5,Other,1,816,1,Male,80,4,3,Manager,2,Single,12573,6960,4,Y,No,20,3,3,80,1,7,5,4,5,2,0,1
31,No,Travel_Rarely,655,Sales,1,4,Marketing,1,817,4,Male,78,3,3,Laboratory Technician,1,Married,12997,11915,1,Y,No,18,3,4,80,0,12,6,4,2,0,0,0
37,No,Travel_Rarely,647,Research & Development,6,2,Technical Degree,1,818,1,Female,81,4,3,Sales Executive,4,Divorced,13289,13793,0,Y,Yes,19,3,4,80,2,18,2,3,8,3,0,2
20,No,Non-Travel,668,Research & Development,17,3,Other,1,819,3,Female,84,3,4,Manager,3,Divorced,13818,12624,6,Y,No,12,4,4,80,1,1,1,4,0,0,2,0
22,Yes,Travel_Frequently,637,Research & Development,8,3,Marketing,1,820,4,Male,71,4,2,Sales Executive,2,Single,12382,9986,4,Y,No,22,4,3,80,0,2,1,2,1,0,0,0
52,No,Travel_Rarely,712,Sales,10,4,Marketing,1,821,2,Male,93,2,4,Research Scientist,4,Married,14604,12278,1,Y,Yes,22,4,2,80,2,32,4,4,15,6,3,5
50,No,Non-Travel,779,Research & Development,23,4,Other,1,822,4,Female,90,1,4,Laboratory Technician,3,Married,14970,13844,7,Y,Yes,14,4,4,80,1,29,5,1,6,2,2,2
35,No,Travel_Rarely,429,Research & Development,19,3,Technical Degree,1,823,2,Female,53,4,2,Sales Representative,4,Married,8458,6562,3,Y,No,11,4,1,80,0,16,4,2,1,0,1,0
46,No,Travel_Frequently,383,Research & Development,2,4,Technical Degree,1,824,2,Female,50,3,1,Research Director,3,Divorced,7929,8200,5,Y,No,11,3,4,80,1,27,0,1,7,2,4,2
42,No,Travel_Rarely,351,Research & Development,24,3,Life Sciences,1,825,1,Female,41,2,1,Healthcare Representative,4,Single,6500,7080,3,Y,Yes,11,3,3,80,2,23,6,4,6,2,1,2
31,Yes,Non-Travel,255,Research & Development,3,4,Technical Degree,1,826,2,Female,31,3,1,Manager,3,Divorced,5265,11275,3,Y,Yes,21,4,1,80,1,9,3,1,0,0,0,0
53,No,Non-Travel,396,Sales,9,3,Marketing,1,827,1,Male,48,3,2,Healthcare Representative,4,Single,8169,9525,6,Y,No,20,4,4,80,1,31,1,3,11,4,0,3
35,No,Travel_Frequently,817,Research & Development,19,2,Technical Degree,1,828,4,Female,96,2,4,Manufacturing Director,3,Divorced,16208,19857,2,Y,No,12,4,3,80,0,13,1,1,2,0,2,0
60,No,Travel_Rarely,495,Research & Development,8,3,Technical Degree,1,829,3,Female,64,1,2,Healthcare Representative,3,Divorced,10522,10573,2,Y,No,23,3,4,80,0,39,5,4,15,6,4,5
44,Yes,Travel_Frequently,445,Research & Development,10,4,Technical Degree,1,830,3,Female,51,1,2,Research Scientist,2,Divorced,8398,8156,6,Y,Yes,13,4,1,80,1,25,4,1,10,4,2,3
44,No,Non-Travel,448,Sales,14,5,Marketing,1,831,4,Female,54,1,2,Laboratory Technician,2,Single,9211,11332,0,Y,No,23,3,1,80,2,25,6,2,14,5,0,4
55,No,Non-Travel,464,Research & Development,16,3,Other,1,832,2,Female,57,4,3,Research Director,1,Married,9316,7381,8,Y,Yes,16,4,1,80,0,36,0,4,10,4,2,3
43,No,Non-Travel,286,Sales,22,4,Marketing,1,833,4,Male,30,1,1,Human Resources,2,Divorced,5364,6822,7,Y,No,23,4,2,80,0,21,5,2,9,3,5,3
52,No,Non-Travel,639,Research & Development,16,4,Other,1,834,1,Male,82,1,3,Research Scientist,4,Married,13068,17352,7,Y,Yes,14,4,1,80,1,31,1,4,12,4,2,4
50,No,Travel_Rarely,624,Research & Development,16,4,Life Sciences,1,835,2,Male,81,3,3,Research Director,4,Single,12656,16374,7,Y,No,23,3,3,80,1,30,0,2,10,4,4,3
38,No,Travel_Rarely,466,Research & Development,4,3,Marketing,1,836,1,Female,57,3,2,Research Scientist,3,Married,9511,6322,3,Y,No,14,4,3,80,3,19,4,3,3,1,0,1
32,No,Travel_Frequently,620,Research & Development,21,5,Marketing,1,837,4,Female,81,4,4,Manufacturing Director,1,Divorced,12524,8930,8,Y,No,14,4,1,80,2,10,1,4,11,4,1,3
19,No,Travel_Frequently,751,Human Resources,4,5,Technical Degree,1,838,4,Female,95,2,4,Sales Representative,2,Divorced,15307,14226,1,Y,No,24,3,4,80,1,1,1,3,7,2,0,2
46,No,Non-Travel,875,Research & Development,3,3,Marketing,1,839,2,Male,112,3,5,Manufacturing Director,2,Divorced,17867,22016,4,Y,No,16,3,1,80,0,24,5,2,7,2,0,2
37,No,Travel_Rarely,410,Research & Development,1,3,Medical,1,840,3,Male,52,1,2,Healthcare Representative,1,Married,8278,6858,5,Y,No,16,4,4,80,0,18,0,4,8,3,2,2
24,No,Travel_Rarely,643,Research & Development,7,3,Life Sciences,1,841,2,Female,89,2,4,Research Director,3,Divorced,13412,16574,7,Y,No,14,4,4,80,0,4,5,1,7,2,2,2
55,No,Travel_Rarely,264,Research & Development,8,3,Life Sciences,1,842,1,Male,38,1,1,Manufacturing Director,4,Single,6297,8943,6,Y,No,17,3,2,80,3,36,5,4,11,4,4,3
20,No,Travel_Rarely,503,Human Resources,9,2,Other,1,843,3,Male,59,2,3,Sales Representative,4,Single,10012,6241,1,Y,No,12,3,3,80,0,1,3,1,0,0,0,0
41,No,Non-Travel,757,Research & Development,12,3,Medical,1,844,1,Male,100,3,4,Sales Representative,4,Married,15510,13020,7,Y,No,16,3,4,80,2,19,5,2,10,4,3,3
37,No,Travel_Frequently,847,Sales,18,4,Life Sciences,1,845,3,Female,104,4,5,Human Resources,3,Single,16805,18237,3,Y,No,25,3,4,80,0,17,4,3,16,6,2,5
23,No,Travel_Rarely,414,Research & Development,1,3,Marketing,1,846,2,Female,52,1,2,Manufacturing Director,4,Married,8635,8578,7,Y,No,15,3,2,80,2,2,0,3,0,0,0,0
51,No,Travel_Rarely,291,Research & Development,1,4,Other,1,847,4,Female,34,4,1,Human Resources,3,Single,5259,4063,1,Y,No,23,3,4,80,0,31,0,2,12,4,3,4
37,No,Non-Travel,713,Research & Development,6,2,Medical,1,848,3,Female,87,2,4,Sales Representative,1,Married,14356,17008,3,Y,Yes,11,3,2,80,0,15,0,3,8,3,3,2
38,No,Travel_Rarely,382,Sales,29,5,Other,1,849,2,Male,44,1,1,Research Scientist,3,Single,7452,9172,1,Y,No,17,3,1,80,3,16,3,3,10,4,0,3
55,No,Travel_Rarely,297,Research & Development,8,2,Marketing,1,850,3,Female,38,3,1,Sales Representative,1,Single,6172,4649,0,Y,No,14,4,2,80,0,34,0,2,12,4,2,4
44,No,Travel_Frequently,244,Research & Development,19,4,Medical,1,851,2,Female,28,3,1,Laboratory Technician,4,Divorced,5158,6157,0,Y,Yes,23,4,2,80,2,24,5,4,9,3,0,3
60,No,Travel_Rarely,405,Research & Development,16,4,Technical Degree,1,852,4,Female,50,3,2,Research Director,2,Single,8447,7029,1,Y,No,15,4,3,80,1,39,0,4,10,4,5,3
37,No,Travel_Rarely,900,Research & Development,23,2,Technical Degree,1,853,3,Female,115,2,5,Manufacturing Director,4,Divorced,18009,20258,4,Y,No,22,4,3,80,0,17,4,4,14,5,5,4
42,No,Travel_Rarely,260,Research & Development,24,3,Other,1,854,3,Female,29,2,1,Manager,2,Single,4908,7069,6,Y,No,19,3,3,80,1,23,2,3,14,5,4,4
58,No,Travel_Rarely,773,Research & Development,7,3,Technical Degree,1,855,4,Female,99,1,4,Human Resources,4,Divorced,15093,15988,8,Y,Yes,23,3,1,80,0,36,3,2,12,4,2,4
52,No,Travel_Rarely,886,Research & Development,6,4,Marketing,1,856,4,Male,112,2,5,Sales Executive,1,Married,18011,16655,3,Y,Yes,17,3,3,80,2,31,3,3,9,3,3,3
30,No,Travel_Rarely,651,Research & Development,1,4,Other,1,857,3,Male,82,4,3,Healthcare Representative,4,Married,13000,14571,1,Y,Yes,21,3,1,80,1,10,3,4,4,1,0,1
28,Yes,Non-Travel,365,Research & Development,22,3,Technical Degree,1,858,2,Male,40,2,1,Sales Representative,1,Divorced,6608,10272,0,Y,No,18,3,3,80,3,7,1,2,0,0,0,0
52,No,Travel_Rarely,656,Research & Development,29,4,Life Sciences,1,859,3,Female,78,1,3,Research Scientist,4,Married,12771,12272,8,Y,Yes,21,4,1,80,0,31,2,1,8,3,8,2
22,No,Non-Travel,257,Research & Development,14,5,Technical Degree,1,860,3,Male,42,2,1,Laboratory Technician,3,Married,5928,8568,4,Y,No,12,3,1,80,0,1,1,3,6,2,0,2
42,No,Travel_Rarely,468,Research & Development,26,2,Marketing,1,861,3,Male,54,4,2,Research Scientist,1,Single,9125,7945,4,Y,No,19,4,1,80,0,21,4,2,6,2,1,2
49,No,Non-Travel,796,Sales,10,5,Life Sciences,1,862,1,Female,110,2,5,Manufacturing Director,4,Single,17355,19859,7,Y,No,18,4,1,80,0,30,5,2,7,2,2,2
25,No,Non-Travel,367,Research & Development,11,3,Technical Degree,1,863,1,Female,42,4,1,Manufacturing Director,2,Single,6785,6127,6,Y,No,13,3,3,80,2,5,2,4,3,1,3,1
22,Yes,Travel_Frequently,554,Research & Development,24,5,Technical Degree,1,864,1,Female,65,3,2,Healthcare Representative,2,Single,10562,11637,8,Y,No,22,3,1,80,1,2,5,1,0,0,1,0
29,No,Travel_Rarely,349,Research & Development,9,3,Medical,1,865,1,Female,41,1,2,Sales Representative,4,Divorced,7606,8605,6,Y,No,25,3,3,80,2,9,5,1,7,2,1,2
50,No,Travel_Frequently,745,Research & Development,17,3,Life Sciences,1,866,2,Male,91,2,4,Sales Executive,1,Single,14404,16716,4,Y,No,14,4,1,80,1,31,1,4,7,2,3,2
36,No,Non-Travel,421,Research & Development,4,1,Marketing,1,867,1,Male,57,2,2,Laboratory Technician,3,Married,8071,12370,0,Y,No,22,4,3,80,2,16,0,4,5,2,2,1
28,No,Travel_Rarely,255,Research & Development,3,4,Marketing,1,868,2,Female,34,1,1,Sales Executive,1,Divorced,5205,6044,5,Y,No,24,3,2,80,3,9,0,4,2,0,3,0
26,No,Non-Travel,702,Research & Development,18,4,Life Sciences,1,869,2,Male,90,1,4,Healthcare Representative,2,Married,14699,14251,2,Y,No,18,4,4,80,0,7,2,1,7,2,0,2
60,No,Travel_Frequently,407,Research & Development,19,4,Life Sciences,1,870,3,Female,52,3,2,Manufacturing Director,3,Divorced,8606,9498,5,Y,No,13,4,1,80,1,41,2,4,15,6,3,5
56,No,Travel_Rarely,415,Research & Development,8,4,Other,1,871,4,Female,50,3,2,Sales Executive,1,Divorced,8201,6422,5,Y,No,25,3,2,80,1,35,0,1,16,6,4,5
50,No,Non-Travel,527,Research & Development,9,3,Marketing,1,872,1,Male,64,3,2,Laboratory Technician,2,Single,10106,10795,7,Y,No,25,3,2,80,0,31,1,3,11,4,4,3
39,No,Travel_Rarely,437,Research & Development,8,3,Medical,1,873,1,Male,49,2,2,Research Scientist,4,Divorced,8574,8250,0,Y,No,11,4,3,80,0,20,3,4,11,4,1,3
32,No,Travel_Rarely,494,Research & Development,20,4,Medical,1,874,1,Female,60,4,2,Laboratory Technician,4,Single,9611,5301,2,Y,No,13,3,2,80,0,13,2,2,5,2,2,1
40,No,Travel_Rarely,701,Research & Development,12,4,Medical,1,875,2,Female,87,2,4,Sales Representative,2,Single,14099,11553,5,Y,No,24,3,1,80,0,18,6,1,4,1,0,1
31,No,Non-Travel,565,Sales,23,3,Marketing,1,876,1,Female,73,4,3,Research Scientist,3,Single,11336,11011,2,Y,No,17,4,2,80,0,9,2,4,9,3,2,3
46,No,Travel_Frequently,851,Research & Development,15,4,Medical,1,877,4,Male,106,4,4,Manufacturing Director,1,Divorced,16777,16834,2,Y,No,15,4,1,80,0,26,3,4,10,4,1,3
57,No,Travel_Frequently,236,Sales,6,4,Marketing,1,878,4,Male,32,4,1,Research Director,3,Married,5340,4516,6,Y,No,20,3,1,80,0,38,6,2,11,4,3,3
33,Yes,Travel_Frequently,406,Sales,5,2,Medical,1,879,2,Female,53,2,2,Human Resources,2,Divorced,8538,9248,6,Y,Yes,20,3,4,80,0,14,2,2,1,0,0,0
36,No,Travel_Frequently,340,Research & Development,20,4,Other,1,880,2,Female,36,1,1,Sales Executive,2,Divorced,5779,3303,5,Y,No,16,4,2,80,0,14,3,2,8,3,1,2
34,Yes,Travel_Rarely,252,Research & Development,10,2,Technical Degree,1,881,1,Female,27,4,1,Research Director,1,Single,4891,6632,2,Y,Yes,17,3,3,80,0,14,3,3,8,3,5,2
40,No,Travel_Rarely,304,Research & Development,19,3,Marketing,1,882,3,Male,40,4,1,Manager,3,Married,5964,6039,7,Y,No,23,3,2,80,0,21,6,4,5,2,4,1
26,No,Travel_Rarely,452,Research & Development,7,5,Marketing,1,883,2,Male,57,3,2,Manager,4,Single,9350,11334,7,Y,No,23,3,1,80,1,4,4,2,0,0,2,0
18,No,Travel_Rarely,226,Research & Development,23,2,Technical Degree,1,884,4,Male,33,2,1,Research Director,3,Single,4925,6143,0,Y,No,15,4,3,80,0,1,4,4,0,0,0,0
27,No,Travel_Frequently,605,Sales,28,4,Other,1,885,4,Male,75,2,3,Laboratory Technician,4,Single,11204,13980,6,Y,No,13,4,4,80,1,7,5,1,0,0,0,0
19,Yes,Non-Travel,659,Research & Development,26,4,Other,1,886,2,Female,84,4,4,Human Resources,2,Married,13749,11895,6,Y,No,11,3,4,80,1,1,3,2,0,0,0,0
39,No,Travel_Frequently,838,Research & Development,3,4,Medical,1,887,2,Male,98,2,4,Sales Representative,1,Divorced,15966,19750,6,Y,No,24,4,3,80,1,17,6,1,3,1,0,1
36,No,Non-Travel,615,Research & Development,3,3,Technical Degree,1,888,3,Female,82,1,3,Human Resources,1,Single,13001,15644,8,Y,No,14,3,1,80,0,14,2,3,4,1,0,1
24,No,Non-Travel,451,Research & Development,18,3,Life Sciences,1,889,3,Male,49,4,2,Research Director,3,Single,8496,7372,1,Y,No,18,3,1,80,1,3,6,4,5,2,4,1
56,No,Travel_Rarely,569,Research & Development,12,4,Other,1,890,1,Male,72,1,3,Research Director,4,Single,11150,11605,8,Y,No,18,3,4,80,2,34,3,4,11,4,3,3
19,No,Travel_Rarely,292,Human Resources,25,3,Marketing,1,891,3,Female,36,2,1,Manufacturing Director,3,Married,5949,8521,7,Y,No,23,3,2,80,1,1,4,2,6,2,0,2
39,Yes,Travel_Frequently,432,Sales,6,4,Technical Degree,1,892,2,Male,52,3,2,Healthcare Representative,2,Married,8130,5210,3,Y,Yes,18,3,2,80,0,20,6,1,3,1,1,1
28,No,Travel_Frequently,300,Research & Development,28,3,Medical,1,893,2,Female,42,1,2,Healthcare Representative,1,Married,6648,6684,3,Y,No,19,4,4,80,2,6,1,4,7,2,2,2
50,Yes,Travel_Frequently,570,Research & Development,7,3,Marketing,1,894,1,Male,68,1,3,Research Director,1,Divorced,11492,8227,0,Y,Yes,13,3,2,80,2,31,2,2,14,5,6,4
60,No,Travel_Rarely,696,Research & Development,22,3,Medical,1,895,4,Female,84,4,3,Sales Representative,4,Married,13380,12585,6,Y,No,22,3,3,80,0,41,4,4,13,5,4,4
36,Yes,Travel_Frequently,502,Human Resources,10,5,Medical,1,896,3,Male,57,2,2,Manager,1,Single,9441,9010,2,Y,Yes,22,3,1,80,1,15,2,1,7,2,0,2
39,No,Non-Travel,263,Research & Development,8,1,Other,1,897,4,Male,34,3,1,Sales Representative,2,Married,5439,6069,2,Y,No,14,3,4,80,2,20,6,3,0,0,2,0
43,No,Travel_Frequently,326,Sales,5,3,Technical Degree,1,898,1,Female,40,2,1,Manufacturing Director,2,Single,6753,7875,4,Y,No,22,4,1,80,3,24,3,2,13,5,3,4
55,No,Travel_Frequently,436,Human Resources,19,5,Marketing,1,899,1,Male,55,3,2,Laboratory Technician,4,Single,8929,10220,2,Y,Yes,12,3,4,80,2,33,2,1,14,5,2,4
21,No,Travel_Rarely,293,Research & Development,17,5,Other,1,900,1,Male,43,1,1,Manufacturing Director,2,Divorced,5809,5915,3,Y,No,11,4,1,80,2,1,4,1,6,2,0,2
52,No,Travel_Frequently,540,Sales,3,5,Technical Degree,1,901,1,Male,66,3,3,Manufacturing Director,1,Divorced,10733,10933,2,Y,No,17,3,2,80,1,30,3,2,20,8,2,7
26,No,Travel_Rarely,268,Research & Development,7,4,Medical,1,902,1,Female,33,1,1,Healthcare Representative,3,Married,5597,4473,7,Y,No,19,4,1,80,3,7,5,2,11,4,0,3
